movieId,title_clean,genres,year,avg_rating,num_ratings,weighted_rating,imdbId,tmdbId
1299,"Killing Fields, The",Drama|War,1984.0,4.017857142857143,28.0,3.812349180832785,tt0087553,625
1300,My Life as a Dog (Mitt liv som hund),Comedy|Drama,1985.0,4.166666666666667,9.0,3.6797765797197997,tt0089606,8816
1301,Forbidden Planet,Drama|Sci-Fi,1956.0,3.8076923076923075,13.0,3.5633298553261277,tt0049223,830
1302,Field of Dreams,Children|Drama|Fantasy,1989.0,3.517857142857143,56.0,3.4770732163179057,tt0097351,2323
1303,"Man Who Would Be King, The",Adventure|Drama,1975.0,4.029411764705882,17.0,3.7368789722248006,tt0073341,983
1304,Butch Cassidy and the Sundance Kid,Action|Western,1969.0,3.943548387096774,62.0,3.845246300081293,tt0064115,642
1305,"Paris, Texas",Drama|Romance,1984.0,3.5,4.0,3.3243140550291708,tt0087884,655
1306,Until the End of the World (Bis ans Ende der Welt),Adventure|Drama|Sci-Fi,1991.0,2.7,5.0,3.075183569933654,tt0101458,10341
1307,When Harry Met Sally...,Comedy|Romance,1989.0,3.8588235294117648,85.0,3.793430553951959,tt0098635,639
1310,Hype!,Documentary,1996.0,5.0,1.0,3.4100309478313786,tt0116589,30180
1312,Female Perversions,Drama,1996.0,2.5,2.0,3.1339295391397792,tt0116293,41801
1318,Blue Juice,Comedy|Drama,1995.0,2.0,1.0,3.145728826252041,tt0112537,18762
1320,Alien³ (a.k.a. Alien 3),Action|Horror|Sci-Fi|Thriller,1992.0,3.148936170212766,47.0,3.168334918203179,tt0103644,8077
1321,"American Werewolf in London, An",Comedy|Horror|Thriller,1981.0,3.4130434782608696,23.0,3.3644342052351117,tt0082010,814
1322,Amityville 1992: It's About Time,Horror,1992.0,1.5,3.0,2.861738264437716,tt0103678,41671
1323,Amityville 3-D,Horror,1983.0,1.6666666666666667,3.0,2.899189633784643,tt0085159,27214
1324,Amityville: Dollhouse,Horror,1996.0,1.1666666666666667,3.0,2.786835525743862,tt0115535,52263
1325,Amityville: A New Generation,Horror,1993.0,1.25,2.0,2.9315109886078643,tt0106262,33519
1326,Amityville II: The Possession,Horror,1982.0,1.125,4.0,2.6623229818123817,tt0083550,16235
1327,"Amityville Horror, The",Drama|Horror|Mystery|Thriller,1979.0,2.6333333333333333,15.0,2.88773921167002,tt0078767,11449
1328,"Amityville Curse, The",Horror,1990.0,0.75,2.0,2.850543568395098,tt0099030,41848
1329,Blood for Dracula (Andy Warhol's Dracula),Horror,1974.0,2.75,2.0,3.1744132492461623,tt0071233,25944
1330,April Fool's Day,Horror,1986.0,1.5,4.0,2.7668478881097696,tt0090655,24913
1331,Audrey Rose,Horror,1977.0,2.0,1.0,3.145728826252041,tt0075704,49126
1332,"Believers, The",Horror|Thriller,1987.0,3.6666666666666665,3.0,3.3486060659477648,tt0092632,32076
1333,"Birds, The",Horror|Thriller,1963.0,3.602272727272727,44.0,3.536407903070344,tt0056869,571
1334,"Blob, The",Horror|Sci-Fi,1958.0,3.0,6.0,3.1623248590559125,tt0051418,8851
1335,Blood Beach,Horror|Mystery,1981.0,1.0,1.0,3.0576281190589283,tt0082083,37843
1336,Body Parts,Horror|Thriller,1991.0,1.0,1.0,3.0576281190589283,tt0101492,32146
1337,"Body Snatcher, The",Drama|Horror|Thriller,1945.0,4.5,1.0,3.3659805942348227,tt0037549,30346
1339,Dracula (Bram Stoker's Dracula),Fantasy|Horror|Romance|Thriller,1992.0,3.4655172413793105,29.0,3.41051717772424,tt0103874,6114
1340,"Bride of Frankenstein, The (Bride of Frankenstein)",Drama|Horror|Sci-Fi,1935.0,3.1666666666666665,3.0,3.236251957906984,tt0026138,229
1341,Burnt Offerings,Horror,1976.0,3.75,2.0,3.336348089671694,tt0074258,13549
1342,Candyman,Horror|Thriller,1992.0,2.5,11.0,2.866707382519535,tt0103919,9529
1343,Cape Fear,Thriller,1991.0,3.78,25.0,3.6266962134038496,tt0101540,1598
1344,Cape Fear,Crime|Drama|Thriller,1962.0,3.9642857142857144,14.0,3.663395786890442,tt0055824,11349
1345,Carrie,Drama|Fantasy|Horror|Thriller,1976.0,3.3472222222222223,36.0,3.3269450914394443,tt0074285,7340
1346,Cat People,Drama|Fantasy|Horror,1982.0,2.8125,8.0,3.062892411279721,tt0083722,6217
1347,"Nightmare on Elm Street, A",Horror|Thriller,1984.0,3.0,27.0,3.071059450213808,tt0087800,377
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",Horror,1922.0,3.53125,16.0,3.4232957373720265,tt0013442,653
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),Horror,1986.0,5.0,1.0,3.4100309478313786,tt0091651,28198
1350,"Omen, The",Horror|Mystery|Thriller,1976.0,3.8181818181818183,22.0,3.638445240986478,tt0075005,794
1351,Blood and Wine (Blood & Wine),Crime|Drama|Thriller,1996.0,2.3333333333333335,3.0,3.04899511117235,tt0115710,31640
1352,Albino Alligator,Crime|Thriller,1996.0,2.25,2.0,3.093445829033396,tt0115495,8744
1353,"Mirror Has Two Faces, The",Comedy|Drama|Romance,1996.0,3.375,4.0,3.2894724195967084,tt0117057,25189
1354,Breaking the Waves,Drama|Mystery,1996.0,4.071428571428571,7.0,3.5852298535721365,tt0115751,145
1355,Nightwatch,Horror|Thriller,1997.0,2.0,3.0,2.9740923724784967,tt0119791,2212
1356,Star Trek: First Contact,Action|Adventure|Sci-Fi|Thriller,1996.0,3.879120879120879,91.0,3.8155262854499568,tt0117731,199
1357,Shine,Drama|Romance,1996.0,4.0,24.0,3.7759422017107678,tt0117631,7863
1358,Sling Blade,Drama,1996.0,3.8404255319148937,47.0,3.7350242561423608,tt0117666,12498
1359,Jingle All the Way,Children|Comedy,1996.0,2.861111111111111,18.0,3.0054360812380456,tt0116705,9279
1361,Paradise Lost: The Child Murders at Robin Hood Hills,Documentary,1996.0,4.083333333333333,6.0,3.5598626522355623,tt0117293,17204
1363,"Preacher's Wife, The",Drama,1996.0,3.5,5.0,3.33575891130019,tt0117372,21539
1365,Ridicule,Drama,1996.0,3.5833333333333335,6.0,3.376383670768032,tt0117477,12709
1366,"Crucible, The",Drama,1996.0,3.9,5.0,3.4660465819834583,tt0115988,20539
1367,101 Dalmatians,Adventure|Children|Comedy,1996.0,3.074468085106383,47.0,3.1073068356558826,tt0115433,11674
1370,Die Hard 2,Action|Adventure|Thriller,1990.0,3.4044117647058822,68.0,3.384861104464999,tt0099423,1573
1371,Star Trek: The Motion Picture,Adventure|Sci-Fi,1979.0,3.0444444444444443,45.0,3.084084228411275,tt0079945,152
1372,Star Trek VI: The Undiscovered Country,Action|Mystery|Sci-Fi,1991.0,3.3452380952380953,42.0,3.327677259116271,tt0102975,174
1373,Star Trek V: The Final Frontier,Action|Sci-Fi,1989.0,2.6666666666666665,30.0,2.817948801690422,tt0098382,172
1374,Star Trek II: The Wrath of Khan,Action|Adventure|Sci-Fi|Thriller,1982.0,3.7661290322580645,62.0,3.6932089582732233,tt0084726,154
1375,Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi,1984.0,3.261904761904762,42.0,3.260820396371173,tt0088170,157
1376,Star Trek IV: The Voyage Home,Adventure|Comedy|Sci-Fi,1986.0,3.4767441860465116,43.0,3.433998795843511,tt0092007,168
1377,Batman Returns,Action|Crime,1992.0,3.025,60.0,3.059048731096391,tt0103776,364
1378,Young Guns,Action|Comedy|Western,1988.0,3.1,25.0,3.145799777427939,tt0096487,11967
1379,Young Guns II,Action|Western,1990.0,3.0,11.0,3.124310821014136,tt0100994,9086
1380,Grease,Comedy|Musical|Romance,1978.0,3.139705882352941,68.0,3.1551246471197105,tt0077631,621
1381,Grease 2,Comedy|Musical|Romance,1982.0,2.0789473684210527,19.0,2.494188876276687,tt0084021,9037
1382,Marked for Death,Action|Drama,1990.0,1.875,4.0,2.8713727944071574,tt0100114,10173
1385,Under Siege,Action|Drama|Thriller,1992.0,2.8541666666666665,24.0,2.975375031822767,tt0105690,8845
1387,Jaws,Action|Horror,1975.0,4.0054945054945055,91.0,3.9289937410233153,tt0073195,578
1388,Jaws 2,Horror|Thriller,1978.0,2.6176470588235294,17.0,2.859386009192337,tt0077766,579
1389,Jaws 3-D,Action|Horror,1983.0,1.4166666666666667,6.0,2.581308084408733,tt0085750,17692
1390,My Fellow Americans,Comedy,1996.0,2.6666666666666665,9.0,2.982125476883936,tt0117119,17795
1391,Mars Attacks!,Action|Comedy|Sci-Fi,1996.0,3.0930232558139537,86.0,3.110576491026773,tt0116996,75
1392,Citizen Ruth,Comedy|Drama,1996.0,4.125,4.0,3.498522232191484,tt0115906,13891
1393,Jerry Maguire,Drama|Romance,1996.0,3.5941176470588236,85.0,3.557459422319695,tt0116695,9390
1394,Raising Arizona,Comedy,1987.0,3.9913793103448274,58.0,3.880081159966628,tt0093822,378
1395,Tin Men,Comedy|Drama,1987.0,3.0,5.0,3.172899322946105,tt0094155,10896
1396,Sneakers,Action|Comedy|Crime|Drama|Sci-Fi,1992.0,3.4782608695652173,46.0,3.4375125729537936,tt0105435,2322
1397,Bastard Out of Carolina,Drama,1996.0,4.0,2.0,3.376831799778077,tt0115633,41240
1398,In Love and War,Romance|War,1996.0,2.5,1.0,3.1897791798485975,tt0116621,26949
1399,Marvin's Room,Drama,1996.0,3.1,5.0,3.205471240616922,tt0116999,9819
1401,Ghosts of Mississippi,Drama,1996.0,3.3333333333333335,3.0,3.2737033272539113,tt0116410,31908
1405,Beavis and Butt-Head Do America,Adventure|Animation|Comedy|Crime,1996.0,2.935483870967742,31.0,3.015818771191641,tt0115641,3179
1406,La Cérémonie,Crime|Drama|Mystery|Thriller,1995.0,4.5,2.0,3.457799219990843,tt0112769,1802
1407,Scream,Comedy|Horror|Mystery|Thriller,1996.0,3.2,70.0,3.207267982346544,tt0117571,4232
1408,"Last of the Mohicans, The",Action|Romance|War|Western,1992.0,3.8333333333333335,39.0,3.712333450122715,tt0104691,9361
1409,Michael,Comedy|Drama|Fantasy|Romance,1996.0,2.5,23.0,2.7347612577001623,tt0117038,2928
1411,Hamlet,Crime|Drama|Romance,1996.0,4.0,16.0,3.70791873314933,tt0116477,10549
1412,Some Mother's Son,Drama,1996.0,3.5,1.0,3.27787988704171,tt0117690,58102
1413,"Whole Wide World, The",Drama,1996.0,4.25,2.0,3.41731550988446,tt0118163,18451
1414,Mother,Comedy,1996.0,3.0,8.0,3.144633399801413,tt0117091,27265
1415,"Thieves (Voleurs, Les)",Crime|Drama|Romance,1996.0,2.5,2.0,3.1339295391397792,tt0118100,49935
1416,Evita,Drama|Musical,1996.0,3.4166666666666665,12.0,3.342456150221816,tt0116250,8818
1417,"Portrait of a Lady, The",Drama,1996.0,3.25,2.0,3.255380669458928,tt0117364,36758
1419,Walkabout,Adventure|Drama,1971.0,4.25,2.0,3.41731550988446,tt0067959,36040
1422,Murder at 1600,Crime|Drama|Mystery|Thriller,1997.0,2.75,4.0,3.1152642424343955,tt0119731,9415
1423,Hearts and Minds,Drama,1996.0,4.0,1.0,3.3219302406382663,tt0116506,55146
1425,Fierce Creatures,Comedy,1997.0,3.0,8.0,3.144633399801413,tt0119115,12145
1426,Zeus and Roxanne,Children,1997.0,1.0,1.0,3.0576281190589283,tt0120550,42424
1427,Turbulence,Action|Thriller,1997.0,1.0,1.0,3.0576281190589283,tt0120390,34314
1428,Angel Baby,Drama,1995.0,3.0,2.0,3.214896959352545,tt0112362,2892
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),Action|Adventure|Comedy|Thriller,1996.0,3.575,20.0,3.466353042348037,tt0116704,9404
1430,Underworld,Comedy|Thriller,1996.0,3.0,3.0,3.1988005885600574,tt0120414,85242
1431,Beverly Hills Ninja,Action|Comedy,1997.0,2.46875,16.0,2.7781502802768054,tt0118708,9622
1432,Metro,Action|Comedy|Crime|Drama|Thriller,1997.0,2.7142857142857144,7.0,3.0376998293160873,tt0119664,8860
1437,"Cement Garden, The",Drama,1993.0,4.25,2.0,3.41731550988446,tt0106535,14832
1438,Dante's Peak,Action|Thriller,1997.0,2.625,24.0,2.8152615978451676,tt0118928,9619
1439,Meet Wally Sparks,Comedy,1997.0,2.1666666666666665,3.0,3.0115437418254234,tt0119644,40506
1440,Amos & Andrew,Comedy,1993.0,1.5,2.0,2.9719946987142474,tt0106266,31000
1441,Benny & Joon,Comedy|Romance,1993.0,3.473684210526316,19.0,3.3970650644879523,tt0106387,4104
1442,Prefontaine,Drama,1997.0,3.5,5.0,3.33575891130019,tt0119937,26306
1445,McHale's Navy,Comedy|War,1997.0,2.142857142857143,7.0,2.8071608717345926,tt0119640,14908
1446,Kolya (Kolja),Comedy|Drama,1996.0,4.428571428571429,7.0,3.7293167020605704,tt0116790,784
1447,Gridlock'd,Crime,1997.0,3.375,4.0,3.2894724195967084,tt0119225,12489
1449,Waiting for Guffman,Comedy,1996.0,3.875,24.0,3.68860760135935,tt0118111,16448
1453,"Beautician and the Beast, The",Comedy|Romance,1997.0,1.8333333333333333,3.0,2.9366410031315695,tt0118691,17894
1454,SubUrbia,Comedy|Drama,1997.0,3.75,6.0,3.4375433312572086,tt0120238,28059
1456,"Pest, The",Comedy,1997.0,2.0,1.0,3.145728826252041,tt0119887,17949
1457,Fools Rush In,Comedy|Drama|Romance,1997.0,3.0833333333333335,12.0,3.1634904112671,tt0119141,1968
1458,Touch,Drama|Fantasy|Romance,1997.0,4.0,1.0,3.3219302406382663,tt0120357,61563
1459,Absolute Power,Mystery|Thriller,1997.0,2.6666666666666665,12.0,2.9397832375737036,tt0118548,66
1460,That Darn Cat,Children|Comedy|Mystery,1997.0,3.25,2.0,3.255380669458928,tt0120317,20735
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation),Comedy,1997.0,2.3125,8.0,2.8449164418885413,tt0120434,11419
1464,Lost Highway,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,1997.0,3.264705882352941,17.0,3.2615702839155496,tt0116922,638
1465,Rosewood,Action|Drama,1997.0,3.3333333333333335,3.0,3.2737033272539113,tt0120036,25624
1466,Donnie Brasco,Crime|Drama,1997.0,3.7403846153846154,52.0,3.660043136790521,tt0119008,9366
1468,Booty Call,Comedy|Romance,1997.0,2.6,5.0,3.0426116522628375,tt0118750,21915
1473,Best Men,Action|Comedy|Crime|Drama,1997.0,4.0,1.0,3.3219302406382663,tt0118702,19952
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle),Children|Comedy,1997.0,2.1363636363636362,11.0,2.679359427250734,tt0119432,9446
1475,Kama Sutra: A Tale of Love,Romance,1996.0,4.0,1.0,3.3219302406382663,tt0116743,28005
1476,Private Parts,Comedy|Drama,1997.0,3.5384615384615383,26.0,3.4581518607658763,tt0119951,9403
1477,Love Jones,Romance,1997.0,4.0,1.0,3.3219302406382663,tt0119572,27322
1479,"Saint, The",Action|Romance|Sci-Fi|Thriller,1997.0,3.216666666666667,30.0,3.226864181139717,tt0120053,10003
1480,Smilla's Sense of Snow,Drama|Thriller,1997.0,3.3636363636363638,11.0,3.311658776282937,tt0120152,9311
1483,Crash,Drama|Thriller,1996.0,3.090909090909091,11.0,3.171147809831336,tt0115964,884
1484,"Daytrippers, The",Comedy|Drama|Mystery|Romance,1996.0,3.6666666666666665,3.0,3.3486060659477648,tt0116041,49806
1485,Liar Liar,Comedy,1997.0,3.0337837837837838,74.0,3.061103460626787,tt0119528,1624
1487,Selena,Drama|Musical,1997.0,3.0,5.0,3.172899322946105,tt0120094,16052
1488,"Devil's Own, The",Action|Drama|Thriller,1997.0,2.8333333333333335,15.0,3.0060793880505745,tt0118972,4477
1489,Cats Don't Dance,Animation|Children|Musical,1997.0,3.0,2.0,3.214896959352545,tt0118829,24662
1490,B*A*P*S,Comedy,1997.0,1.5,2.0,2.9719946987142474,tt0118663,18423
1493,Love and Other Catastrophes,Romance,1996.0,3.5,1.0,3.27787988704171,tt0116931,76996
1495,Turbo: A Power Rangers Movie,Action|Adventure|Children,1997.0,2.0,2.0,3.052962118927013,tt0120389,6499
1496,Anna Karenina,Drama|Romance,1997.0,4.0,1.0,3.3219302406382663,tt0118623,50512
1497,Double Team,Action,1997.0,4.0,3.0,3.4235088046416187,tt0119013,9405
1498,Inventing the Abbotts,Drama|Romance,1997.0,3.0,5.0,3.172899322946105,tt0119381,12723
1499,Anaconda,Action|Adventure|Thriller,1997.0,1.9259259259259258,27.0,2.2946338036916982,tt0118615,9360
1500,Grosse Pointe Blank,Comedy|Crime|Romance,1997.0,3.610169491525424,59.0,3.557372112107355,tt0119229,9434
1502,Kissed,Drama|Romance,1996.0,2.5,2.0,3.1339295391397792,tt0116783,21626
1503,8 Heads in a Duffel Bag,Comedy,1997.0,3.0,4.0,3.1849475132993206,tt0118541,13982
1507,Paradise Road,Drama|War,1997.0,3.5,1.0,3.27787988704171,tt0119859,77223
1513,Romy and Michele's High School Reunion,Comedy,1997.0,2.9655172413793105,29.0,3.0420353045730533,tt0120032,9611
1514,Temptress Moon (Feng Yue),Romance,1996.0,3.0,1.0,3.2338295334451534,tt0116295,47694
1515,Volcano,Action|Drama|Thriller,1997.0,2.1,15.0,2.5721654079885417,tt0120461,10357
1516,Children of the Revolution,Comedy,1996.0,3.0,1.0,3.2338295334451534,tt0115886,9977
1517,Austin Powers: International Man of Mystery,Action|Adventure|Comedy,1997.0,3.535,100.0,3.5088698444975783,tt0118655,816
1518,Breakdown,Action|Thriller,1997.0,3.3461538461538463,13.0,3.306377656910429,tt0118771,2163
1519,Broken English,Drama,1996.0,1.0,1.0,3.0576281190589283,tt0115760,124680
1526,Fathers' Day,Comedy,1997.0,1.0,3.0,2.7493841563969355,tt0119109,12499
1527,"Fifth Element, The",Action|Adventure|Comedy|Sci-Fi,1997.0,3.7456896551724137,116.0,3.7056087068646058,tt0119116,18
1529,Nowhere,Comedy|Drama,1997.0,3.3333333333333335,3.0,3.2737033272539113,tt0119809,1811
1533,"Promise, The (La promesse)",Drama,1996.0,4.5,2.0,3.457799219990843,tt0117398,105045
1537,Shall We Dance? (Shall We Dansu?),Comedy|Drama|Romance,1996.0,3.8076923076923075,13.0,3.5633298553261277,tt0117615,11239
1541,Addicted to Love,Comedy|Romance,1997.0,2.7,10.0,2.9830038039166444,tt0118556,2058
1542,Brassed Off,Comedy|Drama|Romance,1996.0,3.7142857142857144,7.0,3.4411430050837026,tt0115744,9450
1544,"Lost World: Jurassic Park, The",Action|Adventure|Sci-Fi|Thriller,1997.0,2.753731343283582,67.0,2.8209984767424836,tt0119567,330
1545,Ponette,Drama,1996.0,4.5,2.0,3.457799219990843,tt0117359,38523
1546,Schizopolis,Comedy,1996.0,3.5,1.0,3.27787988704171,tt0117561,16375
1547,Shiloh,Children|Drama,1997.0,3.25,2.0,3.255380669458928,tt0120118,33660
1549,Rough Magic,Drama|Romance,1995.0,4.0,1.0,3.3219302406382663,tt0114303,45671
1550,Trial and Error,Comedy|Romance,1997.0,2.25,4.0,2.9758977007045453,tt0120373,17770
1551,Buddy,Adventure|Children|Drama,1997.0,2.1666666666666665,3.0,3.0115437418254234,tt0118787,15170
1552,Con Air,Action|Adventure|Thriller,1997.0,3.0338983050847457,59.0,3.067109920974548,tt0118880,1701
1554,"Pillow Book, The",Drama|Romance,1996.0,2.4,5.0,2.977467816921203,tt0114134,26422
1556,Speed 2: Cruise Control,Action|Romance|Thriller,1997.0,1.605263157894737,19.0,2.187551680280408,tt0120179,1639
1562,Batman & Robin,Action|Adventure|Fantasy|Thriller,1997.0,2.2142857142857144,42.0,2.4203341218613694,tt0118688,415
1564,For Roseanna (Roseanna's Grave),Comedy|Drama|Romance,1997.0,4.0,2.0,3.376831799778077,tt0120034,65889
1565,Head Above Water,Comedy|Thriller,1996.0,4.0,1.0,3.3219302406382663,tt0116502,11103
1566,Hercules,Adventure|Animation|Children|Comedy|Musical,1997.0,3.4516129032258065,31.0,3.402753469507093,tt0119282,11970
1569,My Best Friend's Wedding,Comedy|Romance,1997.0,3.5,40.0,3.4499270200142265,tt0119738,8874
1571,When the Cat's Away (Chacun cherche son chat),Comedy|Romance,1996.0,4.5,2.0,3.457799219990843,tt0115856,11956
1572,"Contempt (Mépris, Le)",Drama,1963.0,3.0,2.0,3.214896959352545,tt0057345,266
1573,Face/Off,Action|Crime|Drama|Thriller,1997.0,3.3701298701298703,77.0,3.3566558188294517,tt0119094,754
1574,Fall,Romance,1997.0,1.0,1.0,3.0576281190589283,tt0119098,37567
1580,Men in Black (a.k.a. MIB),Action|Comedy|Sci-Fi,1997.0,3.487878787878788,165.0,3.474216194754973,tt0119654,607
1581,Out to Sea,Comedy,1997.0,2.1666666666666665,3.0,3.0115437418254234,tt0119848,18080
1582,Wild America,Adventure|Children,1997.0,2.6,5.0,3.0426116522628375,tt0120512,38225
1583,"Simple Wish, A",Children|Fantasy,1997.0,3.0,2.0,3.214896959352545,tt0120133,17834
1584,Contact,Drama|Sci-Fi,1997.0,3.652439024390244,82.0,3.6080533102317474,tt0118884,686
1585,Love Serenade,Comedy,1996.0,3.0,1.0,3.2338295334451534,tt0116930,65046
1586,G.I. Jane,Action|Drama,1997.0,2.7954545454545454,22.0,2.942941369936852,tt0119173,4421
1587,Conan the Barbarian,Action|Adventure|Fantasy,1982.0,3.2580645161290325,31.0,3.2576529576387983,tt0082198,9387
1588,George of the Jungle,Children|Comedy,1997.0,3.075,20.0,3.1368707712134167,tt0119190,10603
1589,Cop Land,Action|Crime|Drama|Thriller,1997.0,3.28125,16.0,3.271496806290798,tt0118887,2142
1590,Event Horizon,Horror|Sci-Fi|Thriller,1997.0,2.94,25.0,3.032647674845372,tt0119081,8413
1591,Spawn,Action|Adventure|Sci-Fi|Thriller,1997.0,2.6346153846153846,26.0,2.811670927318083,tt0120177,10336
1592,Air Bud,Children|Comedy,1997.0,2.375,4.0,3.0107393361370076,tt0118570,20737
1593,Picture Perfect,Comedy|Romance,1997.0,2.8333333333333335,6.0,3.101165198566736,tt0119896,9413
1594,In the Company of Men,Comedy|Drama,1997.0,4.083333333333333,6.0,3.5598626522355623,tt0119361,14585
1596,Career Girls,Drama,1997.0,4.333333333333333,3.0,3.4984115433354726,tt0118818,49462
1597,Conspiracy Theory,Drama|Mystery|Romance|Thriller,1997.0,2.941860465116279,43.0,3.002888745087559,tt0118883,8834
1598,Desperate Measures,Crime|Drama|Thriller,1998.0,2.5,4.0,3.0455809715694704,tt0118966,9458
1599,Steel,Action,1997.0,2.3333333333333335,3.0,3.04899511117235,tt0120207,8854
1600,She's So Lovely,Drama|Romance,1997.0,3.5,2.0,3.295864379565311,tt0120112,38295
1601,Hoodlum,Crime|Drama|Film-Noir,1997.0,2.3333333333333335,3.0,3.04899511117235,tt0119311,22073
1602,Leave It to Beaver,Comedy,1997.0,1.75,4.0,2.8365311589746947,tt0119509,37244
1603,Mimic,Horror|Sci-Fi|Thriller,1997.0,2.4615384615384617,13.0,2.8138859432803396,tt0119675,4961
1604,Money Talks,Action|Comedy,1997.0,3.3333333333333335,3.0,3.2737033272539113,tt0119695,9416
1605,Excess Baggage,Adventure|Romance,1997.0,2.75,4.0,3.1152642424343955,tt0119086,26180
1606,Kull the Conqueror,Action|Adventure,1997.0,2.3333333333333335,3.0,3.04899511117235,tt0119484,17832
1608,Air Force One,Action|Thriller,1997.0,3.3448275862068964,58.0,3.331439679321699,tt0118571,9772
1609,187 (One Eight Seven),Drama|Thriller,1997.0,2.6666666666666665,3.0,3.1238978498662036,tt0118531,6072
1610,"Hunt for Red October, The",Action|Adventure|Thriller,1990.0,3.8722222222222222,90.0,3.8087054652842203,tt0099810,1669
1611,My Own Private Idaho,Drama|Romance,1991.0,4.1,5.0,3.5311904173250923,tt0102494,468
1612,"Kiss Me, Guido",Comedy,1997.0,3.0,2.0,3.214896959352545,tt0119465,32519
1613,Star Maps,Drama,1997.0,4.0,1.0,3.3219302406382663,tt0120197,108401
1614,In & Out,Comedy,1997.0,2.7884615384615383,26.0,2.9217102351389843,tt0119360,10806
1615,"Edge, The",Adventure|Drama,1997.0,3.0,11.0,3.124310821014136,tt0119051,9433
1616,"Peacemaker, The",Action|Thriller|War,1997.0,3.025,20.0,3.1039225440999543,tt0119874,6623
1617,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller,1997.0,4.061855670103093,97.0,3.9841963665955555,tt0119488,2118
1619,Seven Years in Tibet,Adventure|Drama|War,1997.0,3.4285714285714284,14.0,3.3553957531670413,tt0120102,978
1620,Kiss the Girls,Crime|Drama|Mystery|Thriller,1997.0,3.1153846153846154,13.0,3.1779015577025795,tt0119468,9437
1621,Soul Food,Drama,1997.0,3.25,2.0,3.255380669458928,tt0120169,29461
1623,Wishmaster,Horror,1997.0,2.25,2.0,3.093445829033396,tt0120524,10351
1624,"Thousand Acres, A",Drama,1997.0,1.75,2.0,3.0124784088206304,tt0120323,66588
1625,"Game, The",Drama|Mystery|Thriller,1997.0,3.7012987012987013,77.0,3.64858267876576,tt0119174,2649
1626,Fire Down Below,Action|Drama|Thriller,1997.0,2.6666666666666665,3.0,3.1238978498662036,tt0119123,14289
1627,U Turn,Crime|Drama|Mystery,1997.0,3.357142857142857,7.0,3.2970561565952687,tt0120399,10155
1629,"MatchMaker, The",Comedy|Romance,1997.0,3.3333333333333335,3.0,3.2737033272539113,tt0119632,20457
1631,"Assignment, The",Action|Thriller,1997.0,5.0,1.0,3.4100309478313786,tt0118647,18355
1633,Ulee's Gold,Drama,1997.0,4.0,5.0,3.4986184996542753,tt0120402,55306
1635,"Ice Storm, The",Drama,1997.0,3.8823529411764706,17.0,3.6454734552422523,tt0119349,68924
1639,Chasing Amy,Comedy|Drama|Romance,1997.0,3.576923076923077,52.0,3.5237173654955356,tt0118842,2255
1641,"Full Monty, The",Comedy|Drama,1997.0,3.7589285714285716,56.0,3.6805376989506278,tt0119164,9427
1642,Indian Summer (a.k.a. Alive & Kicking),Comedy|Drama,1996.0,1.75,2.0,3.0124784088206304,tt0116631,172545
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",Drama|Romance,1997.0,3.8,5.0,3.4334746643126413,tt0119280,17589
1644,I Know What You Did Last Summer,Horror|Mystery|Thriller,1997.0,2.109375,32.0,2.3897169085978436,tt0119345,3597
1645,The Devil's Advocate,Drama|Mystery|Thriller,1997.0,3.411764705882353,51.0,3.385556105711266,tt0118971,1813
1646,RocketMan (a.k.a. Rocket Man),Children|Comedy|Romance|Sci-Fi,1997.0,2.142857142857143,7.0,2.8071608717345926,tt0120029,36797
1647,Playing God,Crime|Drama|Thriller,1997.0,2.5,3.0,3.0864464805192773,tt0119906,12628
1648,"House of Yes, The",Comedy|Drama,1997.0,3.5,4.0,3.3243140550291708,tt0119324,33344
1649,"Fast, Cheap & Out of Control",Documentary,1997.0,2.5,3.0,3.0864464805192773,tt0119107,25099
1650,Washington Square,Drama,1997.0,3.75,2.0,3.336348089671694,tt0120481,45019
1652,Year of the Horse,Documentary,1997.0,4.5,1.0,3.3659805942348227,tt0120539,62422
1653,Gattaca,Drama|Sci-Fi|Thriller,1997.0,3.953488372093023,86.0,3.878604548402914,tt0119177,782
1654,FairyTale: A True Story,Children|Drama|Fantasy,1997.0,3.5,1.0,3.27787988704171,tt0119095,29911
1655,Phantoms,Drama|Horror|Thriller,1998.0,4.0,1.0,3.3219302406382663,tt0119891,9827
1656,Swept from the Sea,Drama|Romance,1997.0,4.0,1.0,3.3219302406382663,tt0120257,1959
1658,"Life Less Ordinary, A",Romance|Thriller,1997.0,3.0625,8.0,3.171880395975311,tt0119535,8067
1659,Hurricane Streets,Drama,1997.0,4.0,1.0,3.3219302406382663,tt0119338,125052
1660,Eve's Bayou,Drama,1997.0,3.0,1.0,3.2338295334451534,tt0119080,45153
